"  { """"person"""": { """"name"""": """"Alice"""", """"bornOn"""": """"2024-03-08"""" } }";;;;;
JSON;;;;;
;;;;;
attributes = ActiveSupport::JSON.decode(nested_payload);;;;;
attributes.deep_transform_keys!(&:underscore);;;;;
"person = Person.new(attributes[""""person""""])";;;;;
"person.name     # => """"Alice""""";;;;;
"person.born_on  # => """"2024-03-08""""";;;;;
```;;;;;
;;;;;
### Checklist;;;;;
;;;;;
Before submitting the PR make sure the following are checked:;;;;;
;;;;;
* [x] This Pull Request is related to one change. Changes that are unrelated should be opened in separate PRs.;;;;;
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`;;;;;
* [x] Tests are added or updated if you fix a bug or add a feature.;;;;;
* [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.;;;;;
",2024-03-08T06:18:38Z,2024-03-08T06:20:19Z,[{'id': 107190, 'node_id': 'MDU6TGFiZWwxMDcxOTA=', 'url': 'https://api.github.com/repos/rails/rails/labels/activemodel', 'name': 'activemodel', 'color': '00E5FF', 'default': False, 'description': None}]""";;;;;
"2174963549,Unnecessary auto save is triggered for polymorphic has_one defined in child class using single-table inheritance,""### Steps to reproduce";;;;;
<!-- (Guidelines for creating a bug report are [available;;;;;
here](https://edgeguides.rubyonrails.org/contributing_to_ruby_on_rails.html#creating-a-bug-report)) -->;;;;;
;;;;;
This bug is directly related to https://github.com/rails/rails/issues/44986.;;;;;
;;;;;
<!-- Paste your executable test case created from one of the scripts found [here](https://edgeguides.rubyonrails.org/contributing_to_ruby_on_rails.html#create-an-executable-test-case) below: -->;;;;;
```ruby;;;;;
# frozen_string_literal: true;;;;;
;;;;;
"require """"bundler/inline""""";;;;;
;;;;;
gemfile(true) do;;;;;
"  source """"https://rubygems.org""""";;;;;
;;;;;
"  git_source(:github) { |repo| """"https://github.com/#{repo}.git"""" }";;;;;
;;;;;
"  gem """"rails"""", github: """"rails/rails"""", branch: """"main""""";;;;;
"  gem """"sqlite3""""";;;;;
end;;;;;
;;;;;
"require """"active_record""""";;;;;
"require """"minitest/autorun""""";;;;;
"require """"logger""""";;;;;
;;;;;
# This connection will do for database-independent bug reports.;;;;;
"ActiveRecord::Base.establish_connection(adapter: """"sqlite3"""", database: """":memory:"""")";;;;;
ActiveRecord::Base.logger = Logger.new(STDOUT);;;;;
;;;;;
ActiveRecord::Schema.define do;;;;;
  create_table :pictures, force: true do |t|;;;;;
    t.references :imageable, polymorphic: true;;;;;
  end;;;;;
;;;;;
  create_table :employees, force: true do |t|;;;;;
    t.string :type;;;;;
    t.string :name;;;;;
  end;;;;;
end;;;;;
;;;;;
class Picture < ActiveRecord::Base;;;;;
;;;;;
  belongs_to :imageable, polymorphic: true, optional: true;;;;;
;;;;;
  after_save :count_saves;;;;;
;;;;;
  def count_saves;;;;;
    @count ||= 0;;;;;
    @count += 1;;;;;
  end;;;;;
;;;;;
end;;;;;
;;;;;
class Employee < ActiveRecord::Base;;;;;
;;;;;
end;;;;;
;;;;;
class CaliforniaEmployee < Employee;;;;;
;;;;;
  has_one :picture, as: :imageable;;;;;
;;;;;
end;;;;;
;;;;;
class ArizonaEmployee < Employee;;;;;
;;;;;
  has_one :picture, as: :imageable;;;;;
;;;;;
end;;;;;
;;;;;
class BugTest < Minitest::Test;;;;;
;;;;;
  def test_association_not_saved_on_update;;;;;
    picture = Picture.create!;;;;;
;;;;;
"    cali_employee = CaliforniaEmployee.create!(name: """"Cali"""", picture: picture)";;;;;
;;;;;
"    cali_employee.update!(name: """"Cali Fornia"""")";;;;;
;;;;;
"    assert_equal """"Employee"""", picture.imageable_type";;;;;
    assert_equal cali_employee.id, picture.imageable_id;;;;;
;;;;;
    # Saves on create of picture and create of employee;;;;;
    assert_equal 2, picture.instance_variable_get(:@count);;;;;
  end;;;;;
;;;;;
  def test_association_saved_on_actual_model_change;;;;;
    picture = Picture.create!;;;;;
;;;;;
"    CaliforniaEmployee.create!(name: """"Cali"""", picture: picture)";;;;;
"    az_employee = ArizonaEmployee.create!(name: """"Arizona"""")";;;;;
;;;;;
    az_employee.update!(picture: picture);;;;;
;;;;;
"    assert_equal """"Employee"""", picture.imageable_type";;;;;
    assert_equal az_employee.id, picture.imageable_id;;;;;
;;;;;
    # Saves on create of picture, create of cali employee, and update to az employee;;;;;
    assert_equal 3, picture.instance_variable_get(:@count);;;;;
  end;;;;;
;;;;;
end;;;;;
```;;;;;
;;;;;
### Expected behavior;;;;;
<!-- Tell us what should happen -->;;;;;
;;;;;
There is no reason to trigger a save on the Picture record when updating a field on CaliforniaEmployee, since the picture record is already correctly pointing at the existing Employee.;;;;;
;;;;;
### Actual behavior;;;;;
<!-- Tell us what happens instead -->;;;;;
;;;;;
`inverse_polymorphic_association_changed?` is returning true for this use case causing a subsequent autosave to be triggered on Picture, leading to a failure in both test cases:;;;;;
;;;;;
```;;;;;
Failure:;;;;;
BugTest#test_association_not_saved_on_update [rails-issue.rb:73]:;;;;;
Expected: 2;;;;;
  Actual: 3;;;;;
;;;;;
Failure:;;;;;
BugTest#test_association_saved_on_actual_model_change [rails-issue.rb:85]:;;;;;
Expected: 3;;;;;
  Actual: 4;;;;;
```;;;;;
;;;;;
### Additional Context;;;;;
;;;;;
This appears to specifically fail when the has_one is defined on a child class using Single-table Inheritance. If the `has_one` in the test case above is moved up to the `Employee` model, then the expectation will pass.;;;;;
;;;;;
The issue appears to be here: https://github.com/rails/rails/blob/83702d64c80637cc0debc3917c3419d327f8ee1b/activerecord/lib/active_record/autosave_association.rb#L495-L497.;;;;;
;;;;;
That currently reads the class for the record from the `foreign_type` and then attempts to convert it to the right class for polymorphic relationships, but I believe this is unnecessary, since it already would have been converted to the correct type when set.;;;;;
;;;;;
Instead `reflection.active_record` should actually be updated to use the `polymorphic_name` otherwise we risk looking at the wrong model name that would be ultimately saved.;;;;;
;;;;;
Updating line 497 to this gets these test cases passing for me:;;;;;
;;;;;
```;;;;;
reflection.active_record.polymorphic_name != class_name;;;;;
```;;;;;
;;;;;
### System configuration;;;;;
**Rails version**: 7.1.3.2, main;;;;;
;;;;;
**Ruby version**: 3.2.2;;;;;
",2024-03-07T22:52:04Z,2024-03-18T17:47:48Z,[]
2173610664,Fix redundant resource_route Invocations in scaffold generator,### Motivation / Background";;;;;
;;;;;
This PR comes form [this comment](https://github.com/rails/rails/pull/50335#pullrequestreview-1776597506). The rails generate scaffold command triggers the resource_route hook twice.;;;;;
;;;;;
```;;;;;
% bin/rails generate scaffold Post name:string;;;;;
      invoke  active_record;;;;;
      create    db/migrate/20240303140443_create_posts.rb;;;;;
      create    app/models/post.rb;;;;;
      invoke    test_unit;;;;;
      create      test/models/post_test.rb;;;;;
      create      test/fixtures/posts.yml;;;;;
      invoke  resource_route;;;;;
       route    resources :posts;;;;;
      invoke  scaffold_controller;;;;;
      create    app/controllers/posts_controller.rb;;;;;
      invoke    erb;;;;;
      create      app/views/posts;;;;;
      create      app/views/posts/index.html.erb;;;;;
      create      app/views/posts/edit.html.erb;;;;;
      create      app/views/posts/show.html.erb;;;;;
      create      app/views/posts/new.html.erb;;;;;
      create      app/views/posts/_form.html.erb;;;;;
      create      app/views/posts/_post.html.erb;;;;;
      invoke    resource_route;;;;;
      invoke    test_unit;;;;;
      create      test/controllers/posts_controller_test.rb;;;;;
      create      test/system/posts_test.rb;;;;;
      invoke    helper;;;;;
      create      app/helpers/posts_helper.rb;;;;;
      invoke      test_unit;;;;;
      invoke    jbuilder;;;;;
      create      app/views/posts/index.json.jbuilder;;;;;
      create      app/views/posts/show.json.jbuilder;;;;;
      create      app/views/posts/_post.json.jbuilder;;;;;
```;;;;;
;;;;;
Despite setting the --skip-routes option, which is a feature of the ScaffoldControllerGenerator designed to prevent route generation, the command still produces routes.;;;;;
;;;;;
```;;;;;
% bin/rails g scaffold Post name:string --skip-routes;;;;;
      invoke  active_record;;;;;
      create    db/migrate/20240306035406_create_posts.rb;;;;;
      create    app/models/post.rb;;;;;
      invoke    test_unit;;;;;
      create      test/models/post_test.rb;;;;;
      create      test/fixtures/posts.yml;;;;;
      invoke  resource_route;;;;;
       route    resources :posts;;;;;
      invoke  scaffold_controller;;;;;
      create    app/controllers/posts_controller.rb;;;;;
      invoke    erb;;;;;
      create      app/views/posts;;;;;
      create      app/views/posts/index.html.erb;;;;;
      create      app/views/posts/edit.html.erb;;;;;
      create      app/views/posts/show.html.erb;;;;;
      create      app/views/posts/new.html.erb;;;;;
      create      app/views/posts/_form.html.erb;;;;;
      create      app/views/posts/_post.html.erb;;;;;
      invoke    resource_route;;;;;
      invoke    test_unit;;;;;
      create      test/controllers/posts_controller_test.rb;;;;;
      create      test/system/posts_test.rb;;;;;
      invoke    helper;;;;;
      create      app/helpers/posts_helper.rb;;;;;
      invoke      test_unit;;;;;
      invoke    jbuilder;;;;;
      create      app/views/posts/index.json.jbuilder;;;;;
      create      app/views/posts/show.json.jbuilder;;;;;
      create      app/views/posts/_post.json.jbuilder;;;;;
```;;;;;
;;;;;
### Detail;;;;;
Following three parts of the code are related to multiple invocation of resource_route.;;;;;
;;;;;
- `hook_for :resource_route` within the ResourceGenerator, from which the ScaffoldGenerator inherits;;;;;
- `class_option :resource_route` in ScaffoldGenerator;;;;;
- `hook_for :resource_route` in ScaffoldControllerGenerator which is invoked by `hook_for :scaffold_controller` in ScaffoldGenerator;;;;;
;;;;;
The resource_route hook within ScaffoldGenerator has been removed with remove_hook_for to ensure that the hook is called exclusively within the scaffold_controller hook.;;;;;
The `class_option :resource_route, type: :boolean` has also been removed. Despite the removal of the resource_route hook in ScaffoldGenerator, invoking `class_option :resource_route` was still indirectly triggering resource_route.;;;;;
This occurred due to a combination of the following reasons:;;;;;
;;;;;
- generator classes, which inherit from Thor::Group, execute all defined public instance methods upon command execution.;;;;;
- the hook_for method utilizes invoke_from_option, a method defined in Thor::Group to dynamically defines an invoke_from_option_* method at runtime, which persists even if remove_hook_for is called.;;;;;
  - https://github.com/rails/thor/blob/a43d92fad7ebd77d359b7b96eb3db8a73ef9057c/lib/thor/group.rb#L124;;;;;
- the invoke_from_option_* method returns early when the option isn't available but `class_option :resource_route` in ScaffoldGeneratore makes the option available and Rails sets the resource_route option as default.;;;;;
  - https://github.com/rails/rails/blob/f7353283fd771e99b9675bcb9394e398964195f8/railties/lib/rails/generators.rb#L56;;;;;
;;;;;
### Checklist;;;;;
;;;;;
Before submitting the PR make sure the following are checked:;;;;;
;;;;;
* [x] This Pull Request is related to one change. Changes that are unrelated should be opened in separate PRs.;;;;;
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`;;;;;
* [x] Tests are added or updated if you fix a bug or add a feature.;;;;;
* [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.;;;;;
",2024-03-07T11:11:06Z,2024-03-30T06:24:07Z,[{'id': 107195, 'node_id': 'MDU6TGFiZWwxMDcxOTU=', 'url': 'https://api.github.com/repos/rails/rails/labels/railties', 'name': 'railties', 'color': '8BE06E', 'default': False, 'description': None}]""";;;;;
"2173181848,Kebabcase puma-dev configuration suggestion in bin/seutp,""Following up on #51266. Trying to make sure the suggested `puma-dev` setup introduced in #51088 works out of the box.";;;;;
;;;;;
Creating a fresh app with `rails new --main AppName` (or any multi-word app name) will still give us the error message:;;;;;
;;;;;
![image](https://github.com/rails/rails/assets/986290/7dd53909-8566-45ac-960c-84b58f3526a9);;;;;
;;;;;
"This PR simply kebabcases the `puma-dev` symlink suggested in `bin/setup`, making it work without additional configuration."",2024-03-07T07:40:07Z,2024-03-07T07:40:11Z,""[{'id': 107195, 'node_id': 'MDU6TGFiZWwxMDcxOTU=', 'url': 'https://api.github.com/repos/rails/rails/labels/railties', 'name': 'railties', 'color': '8BE06E', 'default': False, 'description': None}]""";;;;;
"2172885664,Add escape_html_entities option to JSON encoder,""<!--";;;;;
Thanks for contributing to Rails!;;;;;
;;;;;
Please do not make *Draft* pull requests, as they still send;;;;;
notifications to everyone watching the Rails repo.;;;;;
;;;;;
Create a pull request when it is ready for review and feedback;;;;;
from the Rails team :).;;;;;
;;;;;
If your pull request affects documentation or any non-code;;;;;
changes, guidelines for those changes are [available;;;;;
here](https://edgeguides.rubyonrails.org/contributing_to_ruby_on_rails.html#contributing-to-the-rails-documentation);;;;;
;;;;;
About this template;;;;;
;;;;;
The following template aims to help contributors write a good description for their pull requests.;;;;;
We'd like you to provide a description of the changes in your pull request (i.e. bugs fixed or features added), motivation behind the changes, and complete the checklist below before opening a pull request.;;;;;
;;;;;
Feel free to discard it if you need to (e.g. when you just fix a typo). -->;;;;;
;;;;;
### Motivation / Background;;;;;
;;;;;
<!--;;;;;
Describe why this Pull Request needs to be merged. What bug have you fixed? What feature have you added? Why is it important?;;;;;
"If you are fixing a specific issue, include """"Fixes #ISSUE"""" (replace with the issue number, remove the quotes) and the issue will be linked to this PR.";;;;;
-->;;;;;
;;;;;
This Pull Request has been created because I sometimes want to override the global `Encoding.escape_html_entities_in_json` option for specific call sites.;;;;;
;;;;;
Where I work, we tend to embed JSON in HTML, so the default html entity escaping is appreciated. But there are some cases where we'd like to turn it off.;;;;;
;;;;;
### Detail;;;;;
;;;;;
This Pull Request changes ActiveSupport's JSON encoding code to accept an optional flag for whether or not to escape HTML entities (`escape_html_entities`). If not supplied, the existing global configuration flag will be used instead.;;;;;
;;;;;
The idea is to make the following possible:;;;;;
;;;;;
```ruby;;;;;
class MyController < ApplicationController;;;;;
  def index;;;;;
    render json: { some: '<data>' }, escape_html_entities: false;;;;;
  end;;;;;
end;;;;;
```;;;;;
;;;;;
### Additional information;;;;;
;;;;;
<!-- Provide additional information such as benchmarks, reference to other repositories or alternative solutions. -->;;;;;
Sorry to show up with a code change out of the blue. I did a weird monkey patch like this in our codebase at work to solve a problem, and it seemed easy to upstream so I'm submitting this PR just in case. No hard feelings if it doesn't seem reasonable.;;;;;
;;;;;
### Checklist;;;;;
;;;;;
Before submitting the PR make sure the following are checked:;;;;;
;;;;;
* [ x] This Pull Request is related to one change. Changes that are unrelated should be opened in separate PRs.;;;;;
* [ x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`;;;;;
* [ x] Tests are added or updated if you fix a bug or add a feature.;;;;;
* [x ] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.;;;;;
;;;;;
",2024-03-07T03:49:36Z,2024-03-07T03:49:40Z,[{'id': 107194, 'node_id': 'MDU6TGFiZWwxMDcxOTQ=', 'url': 'https://api.github.com/repos/rails/rails/labels/activesupport', 'name': 'activesupport', 'color': 'FC9300', 'default': False, 'description': None}]""";;;;;
"2172771713,Enable Hash#compact_blank inside ActiveSupport::LogSubscriber,""### Motivation / Background";;;;;
Using ActiveSupport::LogSubscriber#color inside a custom log subscriber causes NoMethodError.;;;;;
;;;;;
### Detail;;;;;
```ruby;;;;;
# frozen_string_literal: true;;;;;
;;;;;
"require """"bundler/inline""""";;;;;
;;;;;
gemfile(true) do;;;;;
"  source """"https://rubygems.org""""";;;;;
;;;;;
"  gem """"activesupport""""";;;;;
end;;;;;
;;;;;
"require """"active_support""""";;;;;
;;;;;
class TestLogSubscriber < ActiveSupport::LogSubscriber;;;;;
  attach_to :test;;;;;
;;;;;
  def hi(event);;;;;
    info(color(event.payload[:message], GREEN));;;;;
  end;;;;;
;;;;;
  private;;;;;
    def log_exception(name, e);;;;;
      super;;;;;
      raise e;;;;;
    end;;;;;
end;;;;;
;;;;;
ActiveSupport::LogSubscriber.logger = ActiveSupport::Logger.new(STDOUT);;;;;
"ActiveSupport::Notifications.instrument(""""hi.test"""", message: """"Hello!"""")";;;;;
```;;;;;
;;;;;
```;;;;;
/rails/activesupport/lib/active_support/log_subscriber.rb:193:in `mode_from': undefined method `compact_blank' for an instance of Hash (NoMethodError);;;;;
    ;;;;;
      modes = MODES.values_at(*options.compact_blank.keys);;;;;
                                      ^^^^^^^^^^^^^^;;;;;
```;;;;;
;;;;;
### Additional information;;;;;
I have encountered this while using kredis locally, like;;;;;
;;;;;
```;;;;;
$ cd kredis;;;;;
$ bin/console;;;;;
"irb(main):001> Kredis.string """"mystring""""";;;;;
"Could not log """"meta.kredis"""" event. NoMethodError: undefined method `compact_blank' for an instance of Hash";;;;;
```;;;;;
;;;;;
### Checklist;;;;;
;;;;;
Before submitting the PR make sure the following are checked:;;;;;
;;;;;
* [x] This Pull Request is related to one change. Changes that are unrelated should be opened in separate PRs.;;;;;
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`;;;;;
* [ ] Tests are added or updated if you fix a bug or add a feature.;;;;;
* [ ] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.;;;;;
",2024-03-07T01:39:16Z,2024-03-11T23:11:21Z,[{'id': 107194, 'node_id': 'MDU6TGFiZWwxMDcxOTQ=', 'url': 'https://api.github.com/repos/rails/rails/labels/activesupport', 'name': 'activesupport', 'color': 'FC9300', 'default': False, 'description': None}]""";;;;;
"2172603548,ActionText::RichText attachments not cleaned up when content made empty,""### Steps to reproduce";;;;;
<!-- (Guidelines for creating a bug report are [available;;;;;
here](https://edgeguides.rubyonrails.org/contributing_to_ruby_on_rails.html#creating-a-bug-report)) -->;;;;;
;;;;;
<!-- Paste your executable test case created from one of the scripts found [here](https://edgeguides.rubyonrails.org/contributing_to_ruby_on_rails.html#create-an-executable-test-case) below: -->;;;;;
```ruby;;;;;
# frozen_string_literal: true;;;;;
;;;;;
"require """"bundler/inline""""";;;;;
;;;;;
gemfile(true) do;;;;;
"  source """"https://rubygems.org""""";;;;;
;;;;;
"  git_source(:github) { |repo| """"https://github.com/#{repo}.git"""" }";;;;;
;;;;;
"  gem """"rails""""";;;;;
;;;;;
  gem 'debug';;;;;
  # If you want to test against edge Rails replace the previous line with this:;;;;;
"  # gem """"rails"""", github: """"rails/rails"""", branch: """"main""""";;;;;
;;;;;
"  gem """"sqlite3""""";;;;;
end;;;;;
;;;;;
"require """"active_record/railtie""""";;;;;
"require """"active_storage/engine""""";;;;;
"require """"action_text/engine""""";;;;;
"require """"tmpdir""""";;;;;
;;;;;
class TestApp < Rails::Application;;;;;
  config.load_defaults Rails::VERSION::STRING.to_f;;;;;
;;;;;
  config.root = __dir__;;;;;
"  config.hosts << """"example.org""""";;;;;
  config.eager_load = false;;;;;
"  config.session_store :cookie_store, key: """"cookie_store_key""""";;;;;
"  config.secret_key_base = """"secret_key_base""""";;;;;
;;;;;
  config.logger = Logger.new($stdout);;;;;
  Rails.logger  = config.logger;;;;;
;;;;;
  config.active_storage.service = :local;;;;;
  config.active_storage.service_configurations = {;;;;;
    local: {;;;;;
      root: Dir.tmpdir,;;;;;
"      service: """"Disk""""";;;;;
    };;;;;
  };;;;;
end;;;;;
;;;;;
"ENV[""""DATABASE_URL""""] = """"sqlite3::memory:""""";;;;;
;;;;;
Rails.application.initialize!;;;;;
;;;;;
"require ActiveStorage::Engine.root.join(""""db/migrate/20170806125915_create_active_storage_tables.rb"""").to_s";;;;;
"require ActionText::Engine.root.join(""""db/migrate/20180528164100_create_action_text_tables.rb"""").to_s";;;;;
;;;;;
ActiveRecord::Schema.define do;;;;;
  CreateActiveStorageTables.new.change;;;;;
  CreateActionTextTables.new.change;;;;;
;;;;;
  create_table :users, force: true;;;;;
end;;;;;
;;;;;
class User < ActiveRecord::Base;;;;;
  has_rich_text :description;;;;;
end;;;;;
;;;;;
"require """"minitest/autorun""""";;;;;
;;;;;
class BugTest < Minitest::Test;;;;;
  def test_rich_text_embed_behaviour;;;;;
    attached = ActiveStorage::Blob.create_and_upload!(;;;;;
      io: ::StringIO.new('dummy'),;;;;;
"      filename: 'dummy.txt""""',";;;;;
      content_type: 'text/plain',;;;;;
    );;;;;
;;;;;
"    user = User.create!(description: ActionText::Content.new(""""hello"""").append_attachables(attached))";;;;;
;;;;;
    assert_equal 1, user.description.embeds.size;;;;;
;;;;;
    user.description = ActionText::Content.new('');;;;;
;;;;;
    user.save;;;;;
;;;;;
    assert_empty user.description.embeds;;;;;
  end;;;;;
end;;;;;
```;;;;;
;;;;;
### Expected behavior;;;;;
;;;;;
When the body of an ActionText::RichText object is set to the empty string.  I would expect attachments to be cleaned up.;;;;;
;;;;;
### Actual behavior;;;;;
;;;;;
ActiveStorage attachments `ActionText::RichText.embeds` are retained until the body is modified to contain some data ;;;;;
;;;;;
### System configuration;;;;;
**Rails version**: Rails 7.1.3.2 [source code is unchanged on mainline](https://github.com/rails/rails/blob/2fa3294618eba90e095020620ca9584190c2ec8e/actiontext/app/models/action_text/rich_text.rb#L55) ;;;;;
;;;;;
**Ruby version**: ruby 3.2.3;;;;;
",2024-03-06T23:13:33Z,2024-03-12T02:56:38Z,[{'id': 41328116, 'node_id': 'MDU6TGFiZWw0MTMyODExNg==', 'url': 'https://api.github.com/repos/rails/rails/labels/attached%20PR', 'name': 'attached PR', 'color': '006b75', 'default': False, 'description': None}, {'id': 1180817762, 'node_id': 'MDU6TGFiZWwxMTgwODE3NzYy', 'url': 'https://api.github.com/repos/rails/rails/labels/actiontext', 'name': 'actiontext', 'color': '3bc667', 'default': False, 'description': ''}]""";;;;;
"2171578747,ActionCable::Channel::Broadcasting.serialize_broadcasting leads to unintentional very wide broadcast,""### Steps to reproduce";;;;;
Please consider the following code:;;;;;
;;;;;
```ruby;;;;;
class User < ApplicationRecord;;;;;
  # ...;;;;;
end;;;;;
;;;;;
class Foo;;;;;
  include ActiveModel::Model;;;;;
;;;;;
  def initialize(user:, type:);;;;;
    @user = user;;;;;
    @type = type.to_s;;;;;
  end;;;;;
;;;;;
  def self.find(foo_id);;;;;
"    id, type = foo_id.split("""":"""", 2)";;;;;
    new(user: User.find(id), type: type);;;;;
  end;;;;;
;;;;;
  def id;;;;;
"    """"#{@user.id}:#{type}""""";;;;;
  end;;;;;
;;;;;
  # ... more methods that make Foo actually useful;;;;;
end;;;;;
;;;;;
class FooChannel < ApplicationCable::Channel;;;;;
  def subscribed;;;;;
    foo = Foo.find(params[:foo_id]);;;;;
    authorize foo, :subscribe? # (Pundit);;;;;
    stream_for foo;;;;;
  end;;;;;
;;;;;
  def self.notify_patch(foo);;;;;
"    payload = { event: :patched, id: foo.id, type: """"Foo"""" }";;;;;
    broadcast_to(foo, payload);;;;;
  end;;;;;
end;;;;;
```;;;;;
;;;;;
### Expected behavior;;;;;
;;;;;
It is possible to subscribe to patch-events for instances of Foo.;;;;;
;;;;;
### Actual behavior;;;;;
;;;;;
So what happens is that we will fetch the `foo`. This is successful; no exception is raised. We then call `authorize` to see if the `current_user` may subscribe to events on this channel for this resource. `authorize` will raise an exception if it is not allowed; in this example it doesn't; we're on the happy path. And after that we call `stream_for` which **seems** to work fine... We can subscribe and we can call `notify_patch` to send our events.;;
;;;;;
"But there is a subtle issue with this code. `stream_for` has called `broadcasting_for` to generate a unique ID for the stream, but that ID appears to be `""""FooChannel:nil""""` which is really not unique at all!";;;;;
;;;;;
`broadcast_to` also calls `broadcasting_for` returning the same not-so-unique ID. The result is that **every `FooChannel.notify_patch`-event** gets broadcasted to **all `FooChannel`-subscribers**.;;;;;
;;;;;
The reason for this is easy to find:;;;;;
[`broadcasting_for`](https://github.com/rails/rails/blob/f7353283fd771e99b9675bcb9394e398964195f8/actioncable/lib/action_cable/channel/broadcasting.rb#L24) calls [`serialize_broadcasting`](https://github.com/rails/rails/blob/f7353283fd771e99b9675bcb9394e398964195f8/actioncable/lib/action_cable/channel/broadcasting.rb#L29) which in turn calls [`to_param`](https://github.com/rails/rails/blob/f7353283fd771e99b9675bcb9394e398964195f8/actioncable/lib/action_cable/channel/broadcasting.rb#L36) on our `foo`-object. Our foo-object isn't persisted, or in other words: `foo#persisted?` implemented by [`ActiveModel::API#persisted?`](https://github.com/rails/rails/blob/f7353283fd771e99b9675bcb9394e398964195f8/activemodel/lib/active_model/api.rb#L95) returns `false`. This makes `foo.to_param` implemented by [`ActiveModel::Conversion#to_param`](https://github.com/rails/rails/blob/f7353283fd771e99b9675bcb9394e398964195f8/activemodel/lib/active_model/conversion.rb#L90) return `nil`.;;;;;
;;;;;
Quick solutions for this are easy to produce:;;;;;
;;;;;
1. We could update our implementation of `persisted?`;;;;;
;;;;;
```ruby;;;;;
class Foo;;;;;
  def persisted?;;;;;
    @user.persisted?;;;;;
  end;;;;;
end;;;;;
```;;;;;
;;;;;
2. we could also call `stream_for foo.id` and `broadcast_to(foo.id, payload)`;;;;;
3. we could also rewrite `Foo#to_param`;;;;;
4. etcetera.;;;;;
;;;;;
What's *not* easy is figuring out that you are in fact broadcasting all events to everyone.  We gave it some thought but we didn't come up with a solid solution that would prevent this from happening again with the next channel. (`BarChannel` obviously 😄). It's really easy to make the same mistake again and it's not easy to detect if you do.;;;;;
;;;;;
The root cause, from one point of view, is that fetching and authorization are ultimately dependent on an `id`, but that streaming uses `#to_param`. If it could call `#id` instead this would not have happened; but it can't, because `stream_for(model, callback = nil, coder: nil, &block)` basically allows anything as its `model`-parameter. Is this intentional?;;;;
;;;;;
### System configuration;;;;;
**Rails version**: 7.1.3.2;;;;;
;;;;;
**Ruby version**: 3.2.2;;;;;
",2024-03-06T13:57:46Z,2024-03-06T13:57:46Z,[]
2170621291,Default Active Storage strict loading to strict_loading_by_default,### Motivation / Background";;;;;
;;;;;
While Active Storage supports strict loading, it [defaults to false](https://github.com/rails/rails/blob/f7353283fd771e99b9675bcb9394e398964195f8/activestorage/lib/active_storage/attached/model.rb#L106). This can be problematic in applications that enforce strict loading by default. It can be assumed that `strict_loading_by_default` includes Active Storage attachments, leading to n+1 issues.;;;;;
;;;;;
### Detail;;;;;
;;;;;
This Pull Request changes the default of the `strict_loading` keyword parameter for `has_one_attached` and  `has_many_attached` to use the model's `strict_loading_by_default` to create a consistent developer experience.;;;;;
;;;;;
### Checklist;;;;;
;;;;;
Before submitting the PR make sure the following are checked:;;;;;
;;;;;
* [x] This Pull Request is related to one change. Changes that are unrelated should be opened in separate PRs.;;;;;
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`;;;;;
* [x] Tests are added or updated if you fix a bug or add a feature.;;;;;
* [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.;;;;;
",2024-03-06T04:39:05Z,2024-03-06T04:39:09Z,[{'id': 664533972, 'node_id': 'MDU6TGFiZWw2NjQ1MzM5NzI=', 'url': 'https://api.github.com/repos/rails/rails/labels/activestorage', 'name': 'activestorage', 'color': 'bfd4f2', 'default': False, 'description': None}]""";;;;;
"2170562786,Add support for pattern matching for parameters,""### Motivation / Background";;;;;
;;;;;
I have some RESTful endpoints where it makes sense to pattern match params to deal with different shape of incoming payloads, as illustrated in this endpoint:;;;;;
;;;;;
```ruby;;;;;
def create;;;;;
  case params;;;;;
  in interview_time_availability: { interview_time_id:, person_id: };;;;;
    @interview_time_availabilities.create! interview_time_id:, person_id:;;;;;
  in interview_time: { id: };;;;;
    @students.each do |student|;;;;;
      student.interview_time_availabilities.create interview_time_id: id;;;;;
    end;;;;;
  end;;;;;
;;;;;
  redirect_to students_interview_time_availabilities_path;;;;;
end;;;;;
```;;;;;
;;;;;
### Detail;;;;;
;;;;;
This PR adds a `deconstruct_keys(keys)` method on `StrongParameters` that called `to_unsafe_h` for pattern matching:;;;;;
;;;;;
### Checklist;;;;;
;;;;;
Before submitting the PR make sure the following are checked:;;;;;
;;;;;
